,Match Datetime,campaign,Competition,Team name,sc_ra,sc_ca,sc_la,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP attack,ISP defence,Tactic,Tactic skill,Average goals,Formation,Defender_number,Mid_number,Forward_number,Actual goals,Style of play,Total exp,spex,Orders,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP attack_,ISP defence_,Tactic_,Tactic skill_,Average goals_,Formation_,Defender_number_,Mid_number_,Forward_number_,Actual goals_,Style of play_,Total exp_,spex_,Orders_,HomeOrAway_,id,scaled midfield,Opponent,Match Date,Tactic short,Match Type,scaled_midfield,T_C,Indiv Order
0,2026-04-20 20:00:00,94,Europe Cup,Danmark,13.9683,12.2825,13.4866,9.5,21.75,24.5,21.5,14.5,12.75,14.0,9.5,12.5,Counter-attacks,20,0,4-4-2,4,4,2,0,-7,15,UUHETUQHHETUQE,0.0,A,Lietuva,11.0,15.25,13.5,15.25,20.0,11.5,20.0,8.25,11.0,Attack in wings,24,0,3-5-2,3,5,2,2,10,12,ZUEUEQQQHHHHEU,1000144,H,40821669,15.1206,Lie,2026-04-20,CA,CC,15.120594329161236,442ca,NNN-NNNNN-NNN-
1,2026-04-17 20:00:00,94,Europe Cup,Danmark,15.895,16.8583,14.6908,11.5,17.5,16.75,17.0,16.5,17.5,15.25,9.5,11.75,Normal,0,0,3-4-3,3,4,3,3,0,16,UUEHEUQHHEQPQU,103003000.0,H,Bulgaria,10.5,20.0,20.0,18.75,12.5,14.0,13.0,9.25,11.75,Normal,0,0,3-5-2,3,5,2,3,-7,12,ZQEUEUUHHHHUEU,3000300,A,40821644,16.9195,Bul,2026-04-17,N,CC,16.919498865488077,343,NN-O-NMNN-MNNN
2,2026-04-10 20:00:00,94,Friendly,Danmark,,,,7.5,16.75,16.5,17.5,15.75,14.0,15.75,8.5,11.5,Play creatively,22,0,2-5-3,2,5,3,3,5,13,UQEEEUQQpHQQQH,200000.0,A,Slovensko,2.5,22.75,22.0,22.25,11.5,10.5,10.0,7.5,10.5,Counter-attacks,21,0,5-3-2,5,3,2,1,-10,9,ZQUHUUHEHEHEHP,400201000,H,40834190,,Slo,2026-04-10,PC,F,,PC,NN---NNNDNNNNN
3,2026-04-03 20:00:00,94,Friendly,Danmark,,,,9.5,20.25,19.25,19.25,14.25,12.5,13.0,10.0,12.75,Counter-attacks,15,0,3-4-3,3,4,3,0,-10,15,UUEHEQQQHEQUWQ,0.0,A,Alg̩rie,7.5,23.0,23.5,22.0,5.75,5.75,15.25,6.0,11.0,Counter-attacks,21,0,5-4-1,5,4,1,0,-5,10,ZZQPTQHEUQUEEZ,2004042014,H,40802273,,Alg,2026-04-03,CA,F,,otherca,NN-N-NNNN-NNNN
4,2026-03-27 20:00:00,92,Friendly,Danmark,,,,7.0,20.0,21.5,21.0,13.25,12.0,13.0,9.75,12.5,Counter-attacks,19,0,4-3-3,4,3,3,1,-10,14,UUUEUQQEHEQZPQ,0.0,H,Malta,6.25,24.25,27.75,24.5,10.75,9.25,10.75,7.0,11.25,Counter-attacks,22,0,5-3-2,5,3,2,0,-10,11,ZUSHHQQEpEUQEU,4302000,A,40746246,,Mal,2026-03-27,CA,F,,hardca,NNN-NNN-N-NNNN
5,2026-03-20 20:00:00,92,Friendly,Danmark,,,,10.5,20.5,23.25,22.0,11.25,8.5,10.75,9.5,13.0,Pressing,11,0,4-5-1,4,5,1,1,-10,15,UUUEHQQQHHQEWE,0.0,A,Comoros,9.25,21.75,24.25,22.0,10.75,9.75,10.5,8.25,11.75,Normal,0,0,3-4-3,3,4,3,0,-10,9,ZUEUEQUUEQQQHQ,0,H,40420588,,Com,2026-03-20,Pr,F,,AoD,NNN-NNNNNNN-N-
6,2026-03-13 20:00:00,92,Friendly,Danmark,,,,8.0,23.0,24.0,22.5,12.75,11.25,8.5,9.25,12.25,Normal,0,0,5-3-2,5,3,2,1,-10,14,UQUUUUQUHEEEQW,4000000.0,A,Andorra,8.0,11.25,20.0,20.75,5.5,12.5,13.25,8.0,10.5,Normal,0,0,4-3-3,4,3,3,1,-10,12,ZEUQUHEEUUQUQP,10000,H,40210808,,And,2026-03-13,N,F,,AoD,NNNNWNNNN---NN
7,2026-03-06 20:00:00,92,Friendly,Danmark,,,,6.75,20.75,20.0,24.75,13.5,13.0,14.75,10.0,12.0,Counter-attacks,19,0,4-3-3,4,3,3,3,-10,15,UUUEUQQEHEQQWQ,40000000.0,A,Costa Rica,9.75,12.0,12.0,12.0,8.5,9.75,9.0,7.0,10.5,Normal,0,0,3-5-2,3,5,2,1,0,10,ZUEUEZQTHUQTEU,0,H,40183052,,Cos,2026-03-06,CA,F,,hardca,NNN-WNN-N-NNNN
8,2026-02-27 20:00:00,92,Friendly,Danmark,,,,11.0,20.5,23.0,21.5,11.25,8.5,11.5,9.75,13.25,Pressing,11,0,4-5-1,4,5,1,0,-10,15,UUUEHQQQHHQEPE,0.0,H,Oman,9.0,16.5,17.25,17.75,13.25,15.75,14.0,8.25,10.75,Normal,0,0,3-4-3,3,4,3,0,0,12,ZUEUEQHHEHQWUU,3003000,A,40141823,,Oma,2026-02-27,Pr,F,,AoD,NNN-NNNNNNN-N-
9,2026-02-20 20:00:00,92,Friendly,Danmark,,,,7.0,24.25,23.75,22.5,14.25,11.0,13.0,10.0,12.75,Counter-attacks,24,0,5-3-2,5,3,2,3,-10,15,UUUUUQQEHEQWQE,400000000.0,A,Nederland,8.0,17.5,18.5,17.25,13.25,12.0,13.25,8.75,12.25,Counter-attacks,18,0,4-5-1,4,5,1,1,4,10,ZTPEQHQUTPQEEP,2010,H,40093133,,Ned,2026-02-20,CA,F,,hardca,NNWNNNN-N-NNN-
